line,source_file,bucket,destination,reason,utterance
160,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If 4 bags of flour cost $32, how much does 1 bag of flour cost?"
161,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"A plane flies 600 miles in 2 hours. At this rate, how far will it fly in 5 hours?"
162,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"A store sells shirts for $20 each. If a customer buys 5 shirts, how much will the customer pay after a 10% discount?"
163,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"There are 30 students in a class. If 12 of them are boys, what percentage of the class are girls?"
164,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"A box contains 12 chocolates. If you eat 3 chocolates every day, how many days will it take to finish the box?"
165,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,A car travels 360 km using 24 liters of gasoline. How many kilometers can it travel with 60 liters of gasoline?
166,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,A rectangular garden has a length of 8 meters and a width of 6 meters. How much fencing is needed to go around the garden?
167,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If the temperature drops 2 degrees every hour, how much will it drop in 7 hours?"
168,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s 253 plus, uh, 147?"
169,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,How do you... subtract 89... from 123?
170,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If you multiply, um, 56 by 8, what do you get?"
171,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"What’s... what’s 45 divided by, uh, 9?"
172,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"Uh... can you calculate the total of 34, 67, and... um, 129?"
173,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"What’s the result of... uh, 25 times 16?"
174,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If you add, uh, 327... and 548, what’s the sum?"
175,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"How do you... subtract 492 from... um, 980?"
176,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"What’s the product of, uh, 64 and... 23?"
177,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"How many times does 12 go into, um... 144?"
178,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"What’s the remainder when you divide, um, 345 by 23?"
179,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"How much is... uh, 789 minus 456?"
180,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the result of multiplying... uh, 78 by 56?"
181,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If you have 300... and divide it by, uh... 25, what’s the quotient?"
182,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the difference between, uh... 560 and 345?"
183,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"What’s the sum of... uh, 98, 134, and... um, 201?"
184,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"How much is... um, 234 plus 167?"
185,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the result of dividing... uh, 1,000 by 40?"
186,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If you subtract 299 from... um, 450, what’s left?"
187,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,1-bare-arithmetic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you multiply 15 by... uh, 35?"
188,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Um, how do you... solve the equation 2x plus 5 equals 17?"
189,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the value of x in... uh, 4x minus 7 equals 9?"
190,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If y equals, um... 3x plus 4, what’s y when x is... uh, 5?"
191,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you factor, uh, x squared minus 9x... plus 14?"
192,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the solution to, uh... 5x plus 12 equals 37?"
193,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Solve for x in the equation... uh, 3x squared minus 2x minus... 8 equals 0?"
194,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If x plus y equals, um, 15... and 2x minus y equals, uh, 7... what are x and y?"
195,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um, simplify the expression... uh, 2 times (x minus 3) plus 4x?"
196,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the value of x in, uh... the equation... 3 over x plus 2 equals 7?"
197,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Solve the, um... inequality 3x plus 2 is greater than... uh, 11"
198,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the slope of the line... uh, y equals 4x minus 3?"
199,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you solve for x in... um, the equation (x minus 5) over 2 equals 6?"
200,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If y equals, um, x squared minus 4x plus... uh, 6, what’s y when x is 3?"
201,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the value of x in, um... 7x plus 9 equals 30?"
202,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you factor... um, x squared minus 6x... minus 7?"
203,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Solve for x in the equation... um, 2x plus 3 equals... x minus 5?"
204,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, if 2x plus 4 equals, um... 3x minus 1, what’s x?"
205,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the quadratic formula for... uh, solving ax squared plus bx plus c equals 0?"
206,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, how do you simplify, um... (3x plus 2) minus (2x... minus 5?"
207,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What are the roots of the equation... um, x squared minus 8x plus 15 equals... uh, 0?"
208,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s the area of a circle with a, um... radius of 7 cm?"
209,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the, um... perimeter of a rectangle... with a length of 10 cm and... uh, width of 5 cm?"
210,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the volume of a cylinder... um, with a radius of 4 cm... and height of 10 cm?"
211,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you find the area of a triangle with... uh, base of 6 cm and height of 8 cm?"
212,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the circumference of a circle... um, with a diameter of... uh, 12 inches?"
213,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, if a triangle has sides of... um, 3 cm, 4 cm, and 5 cm, is it a... right triangle?"
214,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the surface area of a cube... um, with a side length of, uh... 6 cm?"
215,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the area of a, uh... parallelogram with a base of 9 cm and a height of, um, 5 cm?"
216,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the measure of, um... each interior angle of a regular, uh... pentagon?"
217,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If two angles in a triangle are... um, 45 degrees and 55 degrees, what’s the... third angle?"
218,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you find the length of the hypotenuse in a, um... right triangle where the legs are 8 cm and, um, 15 cm?"
219,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the area of a, uh... trapezoid with bases of 5 cm and 7 cm, and a height of, um, 4 cm?"
220,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, uh... calculate the diagonal of a square with side lengths of... um, 10 cm?"
221,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the volume of a, um... sphere with a radius of... uh, 3 cm?"
222,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If the sum of the angles in a quadrilateral is... um, 360 degrees, what’s the missing angle if the... other three are 80 degrees, 100 degrees, and, uh... 120 degrees?"
223,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the length of an arc in a circle with a... um, radius of 10 cm and a central angle of... uh, 60 degrees?"
224,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the perimeter of an, uh... equilateral triangle with side lengths of... um, 8 cm?"
225,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If a rectangle’s diagonal is, um... 13 cm and one side is... uh, 5 cm, what’s the length of the... other side?"
226,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you find the, uh... radius of a circle if its area is... uh, 50.24 square cm?"
227,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the sum of the, uh... interior angles of an octagon?"
228,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you find the sine of a... uh, 45-degree angle?"
229,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um... cosine of, uh... 60 degrees?"
230,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um... calculate the tangent of a... uh, 30-degree angle?"
231,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um, relationship between... uh, sine, cosine, and tangent in a... right triangle?"
232,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If sine theta equals, uh... one-half... what’s theta in degrees?"
233,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, how do you use the Pythagorean theorem to... uh, find the hypotenuse in a right triangle where... um, the legs are 5 and, um, 12?"
234,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the value of... uh, sine of 90 degrees minus theta in terms of... uh, theta?"
235,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um, find the angle of elevation if... uh, the opposite side is 8 meters and the adjacent side is... uh, 15 meters?"
236,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the exact value of... uh, tangent of 45 degrees?"
237,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If cosine theta equals... uh, four-fifths, what’s sine theta?"
238,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, how do you calculate the angle theta in a... um, right triangle where the opposite side is 7 and... um, the hypotenuse is 25?"
239,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um, period of the sine function, uh, y equals sine x?"
240,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um, use the unit circle to find... uh, the values of sine 30 degrees and, uh, cosine 30 degrees?"
241,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the amplitude of the function... um, y equals 3 sine x?"
242,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, if the angle of depression is, um, 35 degrees and the horizontal distance is, uh... 50 meters, how do you... calculate the height?"
243,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you solve the equation... uh, 2 sine x equals 1 for x?"
244,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s the value of cosine... um, 180 degrees?"
245,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you find the exact value of... uh, tangent 60 degrees using a, um... 30-60-90 triangle?"
246,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"If tangent theta equals... uh, 1, what’s the value of... uh, theta in degrees?"
247,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you calculate the length of the opposite side in a, um... right triangle if the angle is... uh, 25 degrees and the adjacent side is... um, 10 meters?"
248,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s the derivative of, um... f of x equals 3x squared plus 5x minus 7?"
249,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um, find the integral of... uh, cosine x?"
250,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What is the, um, limit of... uh, 1 over x as x approaches, um, infinity?"
251,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you, um... compute the derivative of f of x equals e to the x?"
252,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the definite integral of... um, the integral from 0 to 2 of... uh, 3x squared plus 1 dx?"
253,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um, find the critical points of the function... uh, f of x equals x cubed minus 3x squared plus... uh, 2?"
254,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um, second derivative of... uh, f of x equals 4x cubed minus 2x squared plus, um, x?"
255,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you apply L'Hopital’s Rule to, um... evaluate the limit of... uh, sine x over x as x approaches... um, zero?"
256,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s the antiderivative of f of x equals... um, one over x?"
257,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you calculate the, um... area under the curve f of x equals x squared plus 1 from... uh, x equals 0 to x equals 3?"
258,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um, chain rule and how do you, uh... apply it to f of x equals sine of, um... 3x?"
259,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the derivative of, uh... f of x equals ln of x?"
260,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... how do you find the local maximum of... uh, f of x equals negative x squared plus 4x plus, um... 1?"
261,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um... integral of f of x equals x cubed?"
262,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh, how do you solve the differential equation... um, dy over dx equals y?"
263,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, um, slope of the tangent line to the curve... uh, y equals x squared plus 2x at... um, x equals 1?"
264,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you, um... find the derivative of a product of two functions, say, um... f of x equals (2x plus 1) times, um, (x squared plus 3x?"
265,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... what’s the limit of... uh, e to the x over x squared as x approaches... uh, infinity?"
266,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"How do you use the Mean Value Theorem to, um... find a point where the derivative... equals the average rate of change?"
267,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"What’s the, uh, integral of sine squared x... using, um, a trigonometric identity?"
268,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh... a car travels 60 miles per hour for... uh, 2.5 hours. How far does the car... um, travel in total?"
269,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... if John has 3 apples and, um, gives 1 to his friend... how many apples does he have left?"
270,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"A rectangle has a, um... length of 10 cm and a width of, uh... 5 cm. What’s its area?"
271,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If a train travels at... um, 80 kilometers per hour and covers 320 kilometers, uh... how long did the journey, um, take?"
272,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... Sarah has $50. If she buys 5 pencils for, um... $3 each, how much money does she, uh... have left?"
273,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"A swimming pool can be, um... filled by a pipe in 4 hours but, uh... drained by another pipe in 6 hours. How long will it, um... take to fill the pool if both pipes are... uh, open?"
274,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh, if a car uses 8 liters of fuel to, um... travel 100 kilometers, how many liters are needed to, uh... travel 250 kilometers?"
275,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"A baker makes 120 cupcakes in, um... 3 hours. How many cupcakes can the baker, uh... make in 8 hours?"
276,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If the price of a jacket is, um... $120 and there’s a 15% discount, uh... what’s the discounted price?"
277,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Tom has $400. He wants to buy a, um... video game console for $350 and a game for, uh... $60. Does he have enough, um, money?"
278,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... a tree grows 15 inches per year. How tall will the tree, uh... be after 7 years if it’s, um... currently 4 feet tall?"
279,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"A cyclist travels, uh... 45 miles in 3 hours. What’s the cyclist’s, uh, average speed?"
280,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"If 4 bags of flour cost, um... $32, how much does, uh... one bag of flour, uh, cost?"
281,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh... a plane flies 600 miles in, um... 2 hours. At this rate, how far will it, uh... fly in 5 hours?"
282,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh... a store sells shirts for $20 each. If a customer buys, um, 5 shirts... how much will the customer, um... pay after a 10% discount?"
283,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... there are 30 students in a class. If 12 of them are, uh... boys, what percentage of the class are, um... girls?"
284,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh... a box contains 12 chocolates. If you, um... eat 3 chocolates every day... how many days will it, uh, take to finish the, um... box?"
285,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh, a car travels 360 kilometers using, um... 24 liters of gasoline. How many kilometers can it, uh... travel with 60 liters of gasoline?"
286,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,"Uh... a rectangular garden has a length of, um... 8 meters and a width of, uh, 6 meters. How much fencing is, um, needed to go around the... uh, garden?"
287,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,3-word-problem,agent router go to math,no CalcIntent operation covers it,"Uh... if the temperature drops, um... 2 degrees every hour, how much will it, uh... drop in 7 hours?"
288,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is a math problem
289,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve this like math
290,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat this as math
291,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Just a math question
292,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,This is pure math
293,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Handle this as math
294,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve it like math
295,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Think of this as math
296,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,It’s a math problem
297,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Work through this as math
298,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"Math problem, solve it"
299,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Approach this with math
300,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Solve it as a math question
301,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,"This is math, not a puzzle"
302,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Do the math here
303,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Look at this as math
304,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,It’s a simple math problem
305,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Process this as a math task
306,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,2-symbolic,agent router go to math,no CalcIntent operation covers it,Solve this math equation
307,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Treat it as a math calculation
308,src/ephemera/prompts/data/synthetic-data-agent-routing-math.txt,0-routing-phrase,agent router go to math,no CalcIntent operation covers it,Consider this a math problem and solve it accordingly
